Hand,12d12,12d6,12d8,6d12,6d6,6d8,8d12,8d6,8d8
333 111,0.35,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 3 11111,0.33,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 3 2 111,0.32,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 22222 11,0.32,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 2 111111,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 3 2222 1,0.25,0.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 222 11,0.25,0.0,1.97,0.0,0.0,0.0,0.0,0.0,0.0
9-Straight 222 111111,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 33 2 1111,0.23,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 33 111111,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 2 11111,0.2,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 3 22 11111,0.19,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0
333 2 1,0.19,2.03,1.29,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 22 1111,0.17,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0
10-Straight 22 11111111,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 3 2 11,0.17,1.83,1.15,0.0,0.0,0.0,0.0,0.0,0.0
5 3 1111,0.17,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 3 11111,0.14,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
33 222,0.14,1.54,0.96,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 33 22 11,0.14,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 11111111,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 4 2 111111,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 33 11,0.13,1.53,0.97,0.0,0.0,0.0,0.0,0.0,0.0
9-Straight 3 2 1111111,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 2222 1111,0.12,0.0,3.03,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 11111111,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 22222 11,0.11,0.0,0.93,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 3 111111111,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 3 111111111,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 3 111111111,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44 2 11,0.1,1.15,0.74,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 3 111111111,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44 1111,0.1,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 22 111,0.1,0.0,0.79,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 3 222 111,0.09,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 3 2 111,0.09,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0
6 2 1111,0.08,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 11111111,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 2 11111,0.08,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 33 111111,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 222 1,0.08,0.91,0.59,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 3 111111111,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 333 111,0.08,0.0,0.58,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 3 2222 1,0.07,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 222 11,0.07,0.0,1.32,0.0,0.0,0.0,0.0,0.0,0.0
9-Straight 2 1111111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 1111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11-Straight 2 1111111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 2 1111111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222222,0.06,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
10-Straight 2 1111111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5 1111111,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-Straight 3 111111111,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 2222,0.05,0.58,0.36,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 4 11111111,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 3 11111,0.05,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 33 2 1111,0.05,0.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0
6 22 11,0.04,0.46,0.29,0.0,0.0,0.0,0.0,0.0,0.0
4 11111111,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 1111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 3 1111,0.03,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 4 22 1111,0.03,0.0,1.51,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 2 1111111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 5 2 11111,0.03,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 2 1111111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 4 2 111111,0.03,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0
5 4 111,0.03,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 3 22 1,0.03,4.59,0.86,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 2 1111111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 22 111,0.03,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 2 1111111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10-Straight 3 111111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 33 22 11,0.03,13.7,1.33,0.0,0.0,0.0,0.0,0.0,0.0
6 111111,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 333 111,0.02,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 33 111111,0.02,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 4 11111111,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4 33 2,0.02,1.85,0.32,0.0,0.0,0.0,0.0,0.0,0.0
6 3 111,0.02,0.21,0.13,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 22222 11,0.02,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 2 1111,0.02,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 5 1111111,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 44 1111,0.02,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 3 2 111,0.02,9.19,0.87,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 333 2 1,0.01,2.05,0.39,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 222222,0.01,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
5 4 2 1,0.01,1.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 3 2 11,0.01,1.84,0.35,0.0,0.0,0.0,0.0,0.0,0.0
5 3 22,0.01,1.1,0.19,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 3 2222 1,0.01,6.9,0.65,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 4 222 11,0.01,6.92,0.64,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 33 11,0.01,1.54,0.29,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 111111,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 33 222,0.01,1.54,0.29,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 3 1111,0.01,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 44 2 11,0.01,1.12,0.22,0.0,0.0,0.0,0.0,0.0,0.0
5 33 1,0.01,0.74,0.12,0.0,0.0,0.0,0.0,0.0,0.0
7 2 111,0.01,0.09,0.06,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 4 3 11111,0.01,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0
44 3 1,0.01,0.91,0.16,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 5 1111111,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9-Straight 4 11111111,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 5 2 11111,0.01,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 44 1111,0.01,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0
6 3 2 1,0.01,0.73,0.13,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 3 22 1,0.01,4.61,0.29,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 6 111111,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
44 22,0.01,0.69,0.12,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 6 2 1111,0.01,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
12-Straight 111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 222222,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 22 11,0.0,0.46,0.09,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 222 1,0.0,0.93,0.18,0.0,0.0,0.0,0.0,0.0,0.0
7 11111,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 5 22 111,0.0,2.73,0.27,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 2222,0.0,0.59,0.11,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 333 111,0.0,2.01,0.2,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 333 2 1,0.0,2.02,0.14,0.0,0.0,0.0,0.0,0.0,0.0
3333,0.0,0.2,0.04,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 3 2 11,0.0,1.84,0.12,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 5 3 1111,0.0,0.92,0.09,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 4 111,0.0,0.31,0.06,0.0,0.0,0.0,0.0,0.0,0.0
6 222,0.0,0.18,0.03,0.0,0.0,0.0,0.0,0.0,0.0
7 22 1,0.0,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0
6 4 11,0.0,0.19,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 33 11,0.0,1.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 3 111,0.0,0.21,0.04,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 33 222,0.0,1.52,0.1,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 5 1111111,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 44 1111,0.0,0.56,0.05,0.0,0.0,0.0,0.0,0.0,0.0
7 3 11,0.0,0.1,0.02,0.0,0.0,0.0,0.0,0.0,0.0
55 11,0.0,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 44 2 11,0.0,1.15,0.08,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 222 1,0.0,0.92,0.06,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 6 111111,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 7 11111,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 4 2222,0.0,0.57,0.04,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 7 2 111,0.0,0.08,0.02,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 5 4 111,0.0,0.3,0.02,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 222222,0.0,0.34,0.03,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 6 2 1111,0.0,0.45,0.04,0.0,0.0,0.0,0.0,0.0,0.0
8 1111,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 6 22 11,0.0,0.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 6 3 111,0.0,0.2,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8 2 11,0.0,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 33 2,0.0,0.45,0.03,0.0,0.0,0.0,0.0,0.0,0.0
5 4 3,0.0,0.15,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 44 22,0.0,0.17,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 3 22,0.0,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 222,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
444,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 3 2,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 4 2,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 7 11111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 33 1,0.0,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 6 111111,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 44 3 1,0.0,0.23,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 5 4 2 1,0.0,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 7 11111,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 2 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9 111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8-Straight 11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.25
8 3 1,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8 22,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
7 5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7-Straight 11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0
7-Straight 2 111111,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.68
7 4 1,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10 11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 3 11111,0.0,0.0,0.0,0.0,0.0,0.0,0.07,2.41,0.71
4-Straight 2 111111,0.0,0.0,0.0,0.0,0.0,0.0,6.88,0.0,1.7
4 2,0.0,0.0,0.0,0.07,0.96,0.31,0.0,0.0,0.0
4 2 11,0.0,0.0,0.0,0.0,0.0,0.0,1.13,7.19,3.89
4 22,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.49,0.42
4 3 1,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.0,0.57
4-Straight 111111,0.0,0.0,0.0,3.56,0.0,2.47,0.0,0.0,0.0
4-Straight 11111111,0.0,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.0
4-Straight 2 1111,0.0,0.0,0.0,3.41,7.72,8.2,0.0,0.0,0.0
4-Straight 22 11,0.0,0.0,0.0,0.32,6.92,2.06,0.0,0.0,0.0
6-Straight 22 1111,0.0,0.0,0.0,0.0,0.0,0.0,0.25,8.94,2.69
4-Straight 22 1111,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,8.13
4-Straight 222 11,0.0,0.0,0.0,0.0,0.0,0.0,0.65,6.01,3.62
4-Straight 2222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.07
4-Straight 3 111,0.0,0.0,0.0,0.15,3.09,0.92,0.0,0.0,0.0
4-Straight 3 11111,0.0,0.0,0.0,0.0,0.0,0.0,1.37,0.0,2.14
4-Straight 3 2 111,0.0,0.0,0.0,0.0,0.0,0.0,0.89,8.0,4.82
4-Straight 3 22 1,0.0,0.0,0.0,0.0,0.0,0.0,0.04,3.59,0.61
4 1111,0.0,0.0,0.0,0.0,0.0,0.0,1.43,1.02,2.02
4 11,0.0,0.0,0.0,0.66,3.84,1.9,0.0,0.0,0.0
33 2,0.0,0.0,0.0,0.0,0.0,0.0,0.09,2.01,0.58
33 11,0.0,0.0,0.0,0.0,0.0,0.0,0.76,4.78,2.62
111111,0.0,0.0,0.0,17.55,0.0,2.73,0.0,0.0,0.0
11111111,0.0,0.0,0.0,0.0,0.0,0.0,1.44,0.0,0.0
2 1111,0.0,0.0,0.0,43.88,7.73,27.43,0.0,0.0,0.0
2 111111,0.0,0.0,0.0,0.0,0.0,0.0,14.92,0.0,0.0
22 11,0.0,0.0,0.0,17.5,27.91,26.85,0.0,0.0,0.0
22 1111,0.0,0.0,0.0,0.0,0.0,0.0,25.61,0.0,8.98
222,0.0,0.0,0.0,0.67,3.87,1.91,0.0,0.0,0.0
222 11,0.0,0.0,0.0,0.0,0.0,0.0,8.54,5.98,12.0
2222,0.0,0.0,0.0,0.0,0.0,0.0,0.28,1.77,0.98
3 111,0.0,0.0,0.0,7.8,12.35,11.91,0.0,0.0,0.0
3 11111,0.0,0.0,0.0,0.0,0.0,0.0,6.83,0.0,2.42
3 2 1,0.0,0.0,0.0,2.69,15.37,7.72,0.0,0.0,0.0
3 2 111,0.0,0.0,0.0,0.0,0.0,0.0,11.42,8.05,15.95
3 22 1,0.0,0.0,0.0,0.0,0.0,0.0,2.28,14.37,7.85
33,0.0,0.0,0.0,0.05,0.64,0.22,0.0,0.0,0.0
4-Straight 33 11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,1.22,0.2
4-Straight 3333,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 4 1111,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.01,0.61
10 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 222 11,0.0,0.0,0.0,0.0,0.0,0.0,0.09,6.03,1.22
5-Straight 3 11111,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.42
5-Straight 3 2 111,0.0,0.0,0.0,0.0,0.0,0.0,0.12,8.02,1.57
5-Straight 4 1111,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.01,0.2
5-Straight 7 2 111,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5-Straight 8 1111,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55 2,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
6 11,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.19,0.05
6 2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01
6 33,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6 5 1,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6-Straight 111111,0.0,0.0,0.0,0.17,1.53,0.84,0.0,0.0,0.0
6-Straight 11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.0
6-Straight 2 111111,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,1.7
5-Straight 22 1111,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,5.4
5-Straight 2 1111,0.0,0.0,0.0,0.48,7.67,2.75,0.0,0.0,0.0
4-Straight 4 2 11,0.0,0.0,0.0,0.0,0.0,0.0,0.02,1.81,0.31
5-Straight 11111111,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0
4-Straight 5 111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04
4-Straight 55 11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 3 2 1,0.0,0.19,0.01,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 6 4 11,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 7 22 1,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 7 3 11,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 8 1111,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 8 2 11,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4-Straight 9 111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01
5 1,0.0,0.0,0.0,0.02,0.39,0.12,0.0,0.0,0.0
5 111,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.96,0.52
5 2 1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.2,0.34
5 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02
5-Straight 111111,0.0,0.0,0.0,1.03,0.0,1.65,0.0,0.0,0.0
5-Straight 2 111111,0.0,0.0,0.0,0.0,0.0,0.0,2.95,0.0,1.7
